Date,Year,Month,Site Region,Commissioning date (YYYY-MM),Planned Uptime (in %),Planned Energy from PV (in kWh),Planned Energy from Hydro (in kWh),Planned Energy from DG (in kWh),Planned Total Energy produced (in kWh),Planned Fuel Consumption (Liters),Expected Energy from PV (in kWh),Actual Irradiation (W/2),Actual Uptime (in %),Actual Energy from PV (kWh),Actual Energy from Hydro (kWh),Actual Energy from DG (kWh),Actual Total Energy produced (in kWh),Actual Fuel Consumption (Liters),Actual Energy Exported to DN (KWh),Actual REF (%),Actual UR (%),Actual Distribution losses (%),Actual Energy Consumption (kWh)
06/27/2022,2022,6,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,087",233.30,100.00%,"4,685",0,1614.1,"6,299",484,5850,74%,110%,-100%,
06/28/2022,2022,6,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,833",257.88,100.00%,"4,860",0,1409.8,"6,270",361,5964,78%,112%,-100%,
06/29/2022,2022,6,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,320",240.97,100.00%,"4,891",0,1082.5,"5,974",382,5840,82%,109%,-100%,
06/30/2022,2022,6,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,311",240.70,100.00%,"4,689",0,1563.8,"6,253",392,5855,75%,110%,-100%,
07/01/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,504",214.13,100.00%,"4,682",0,1311.1,"5,993",437,5695,78%,107%,-100%,
07/02/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,466",245.78,100.00%,"4,486",0,1761,"6,247",437,5994,72%,112%,-100%,
07/03/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,135",267.82,100.00%,"3,993",0,1702.5,"5,696",490,5294,70%,99%,-100%,
07/04/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,093",266.45,100.00%,"4,583",0,1757.2,"6,340",465,6039,72%,113%,-100%,
07/05/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,395",243.44,100.00%,"4,881",0,1511.6,"6,393",392,6159,76%,115%,-100%,
07/06/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,140",235.05,100.00%,"4,420",0,1862.1,"6,282",518,5824,70%,109%,-100%,
07/07/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,570",249.23,99.65%,"4,532",0,1929.8,"6,462",529,6193,70%,116%,-100%,
07/08/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,962",229.19,100.00%,"4,575",0,2422,"6,997",656,6666,65%,125%,-100%,
07/09/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,022",198.24,97.22%,"4,107",0,1961.3,"6,068",540,5788,68%,109%,-100%,
07/10/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,841",225.21,100.00%,"4,081",0,2312.5,"6,394",599,5917,64%,111%,-100%,
07/11/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,807",224.11,100.00%,"4,653",0,1710.2,"6,363",462,6019,73%,113%,-100%,
07/12/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,486",213.52,99.70%,"4,662",0,1752.3,"6,414",492,6255,73%,117%,-100%,
07/13/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,200",237.04,100.00%,"4,352",0,2012.4,"6,364",561,5877,68%,110%,-100%,
07/14/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,631",251.24,100.00%,"4,890",0,1420.8,"6,311",391,6071,77%,114%,-100%,
07/15/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,582",249.60,100.00%,"4,800",0,1487.6,"6,288",383,5880,76%,110%,-100%,
07/16/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,250",238.67,99.70%,"4,726",0,1482,"6,208",386,6003,76%,113%,-100%,
07/17/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,736",221.76,99.23%,"4,323",0,1534,"5,857",390,5450,74%,102%,-100%,
07/18/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,579",117.84,100.00%,"3,200",0,3074.2,"6,274",870,6200,51%,116%,-100%,
07/19/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,393",177.53,98.13%,"3,927",0,2257.7,"6,185",598,5707,63%,107%,-100%,
07/20/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,158",235.66,100.00%,"5,268",0,1349.6,"6,618",357,6182,80%,116%,-100%,
07/21/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,025",231.29,100.00%,"4,680",0,1289.5,"5,970",341,5660,78%,106%,-100%,
07/22/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,183",236.46,99.92%,"4,820",0,1593,"6,413",464,6056,75%,114%,-100%,
07/23/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,628",218.20,100.00%,"4,657",0,1732.5,"6,390",605,6199,73%,116%,-100%,
07/24/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,375",209.89,99.65%,"4,586",0,1500,"6,086",343,5523,75%,104%,-100%,
07/25/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,543",215.40,99.72%,"5,040",0,1477.2,"6,517",476,6271,77%,118%,-100%,
07/26/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,720",122.48,98.61%,"2,978",0,3136,"6,114",882,5788,49%,109%,-100%,
07/27/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,958",196.14,100.00%,"4,610",0,1755.6,"6,366",332,6005,72%,113%,-100%,
07/28/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,344",175.92,100.00%,"4,135",0,1816,"5,951",607,6099,69%,114%,-100%,
07/29/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,138",103.31,100.00%,"2,741",0,3556,"6,297",921,6219,44%,117%,-100%,
07/30/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,754",90.65,98.60%,"2,445",0,3545,"5,990",913,5990,41%,112%,-100%,
07/31/2022,2022,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,925",162.15,100.00%,"3,571",0,2811,"6,382",582,5528,56%,104%,-100%,
08/01/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,658",153.36,100.00%,"4,060",0,2363,"6,423",541,6411,63%,120%,-100%,
08/02/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,097",101.96,100.00%,"2,916",0,3730.5,"6,647",729,6416,44%,120%,-100%,
08/03/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,530",182.05,100.00%,"4,687",0,2742.5,"7,430",606,6467,63%,121%,-100%,
08/04/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,305",174.66,100.00%,"4,541",0,2854.7,"7,396",785,6543,61%,123%,-100%,
08/05/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,523",214.76,100.00%,"5,070",0,2378.2,"7,448",387,6703,68%,126%,-100%,
08/06/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,811",257.16,99.92%,"5,098",0,2000.4,"7,098",409,6287,72%,118%,-100%,
08/07/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,072",265.74,100.00%,"4,760",0,1995.8,"6,756",324,5680,70%,106%,-100%,
08/08/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,021",264.07,99.65%,"5,457",0,2148,"7,605",328,6487,72%,122%,-100%,
08/09/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,790",256.46,100.00%,"5,571",0,2171.2,"7,742",345,6630,72%,124%,-100%,
08/10/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,312",240.73,100.00%,"5,575",0,2222.8,"7,798",426,6618,71%,124%,-100%,
08/11/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,979",229.77,100.00%,"4,976",0,2363,"7,339",453,6368,68%,119%,-100%,
08/12/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,991",197.22,97.63%,"4,840",0,2696.2,"7,536",434,6153,64%,115%,-100%,
08/13/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,732",89.94,77.08%,"2,276",0,3103.3,"5,379",638,4618,42%,87%,-100%,
08/14/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,487",180.63,100.00%,"4,066",0,2798.9,"6,865",558,5395,59%,101%,-100%,
08/15/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,568",84.53,100.00%,"2,218",0,3489.6,"5,708",1153,6315,39%,118%,-100%,
08/16/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,442",146.23,100.00%,"3,688",0,3589.7,"7,278",882,6392,51%,120%,-100%,
08/17/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,640",119.85,98.70%,"2,866",0,3583.5,"6,450",902,6232,44%,117%,-100%,
08/18/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,336",142.76,100.00%,"3,812",0,2869.1,"6,681",621,6327,57%,119%,-100%,
08/19/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,060",133.65,100.00%,"3,407",0,3101.6,"6,509",969,6569,52%,123%,-100%,
08/20/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,220",106.00,100.00%,"2,906",0,3279,"6,185",948,6325,47%,119%,-100%,
08/21/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,731",254.51,100.00%,"4,663",0,2044.9,"6,708",481,5771,70%,108%,-100%,
08/22/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,666",186.52,100.00%,"4,600",0,2258.5,"6,859",499,6360,67%,119%,-100%,
08/23/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,025",231.28,97.29%,"4,649",0,2342,"6,991",611,6076,66%,114%,-100%,
08/24/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,375",275.72,99.86%,"5,224",0,2290.6,"7,515",489,6632,70%,124%,-100%,
08/25/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,713",253.94,99.52%,"5,410",0,1840.7,"7,251",189,6207,75%,116%,-100%,
08/26/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,337",109.87,100.00%,"2,626",0,3565.2,"6,191",941,6125,42%,115%,-100%,
08/27/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,015",165.09,99.72%,"3,641",0,3292.5,"6,934",977,6248,53%,117%,-100%,
08/28/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,634",86.72,100.00%,"1,999",0,3184.1,"5,183",942,5743,39%,108%,-100%,
08/29/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,818",158.61,100.00%,"3,890",0,2780.4,"6,670",767,6212,58%,116%,-100%,
08/30/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,028",165.53,99.72%,"4,038",0,2299.5,"6,338",616,3415,64%,64%,-100%,
08/31/2022,2022,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,641",185.72,99.72%,"3,595",0,3015.5,"6,611",876,4812,54%,90%,-100%,
09/01/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,340",175.80,100.00%,"4,335",0,2960.5,"7,296",636,6382,59%,120%,-100%,
09/02/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,540",83.63,99.40%,"2,036",0,3772.4,"5,808",947,5952,35%,112%,-100%,
09/03/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,126",168.76,98.97%,"4,078",0,3134.4,"7,212",628,6053,57%,113%,-100%,
09/04/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,438",244.86,99.80%,"4,852",0,2227.3,"7,079",348,5788,69%,109%,-100%,
09/05/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,035",231.61,99.86%,"5,086",0,2553.9,"7,640",699,6564,67%,123%,-100%,
09/06/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,562",183.11,99.86%,"4,532",0,3377,"7,909",659,6598,57%,124%,-100%,
09/07/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"1,639",53.97,99.86%,"1,587",0,4040.4,"5,627",974,5987,28%,112%,-100%,
09/08/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,414",277.00,99.72%,"5,349",0,1931.2,"7,280",305,6171,73%,116%,-100%,
09/09/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,392",111.66,99.72%,"2,875",0,3414.3,"6,289",935,6046,46%,113%,-100%,
09/10/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,963",130.46,98.97%,"3,425",0,3606.8,"7,032",640,5936,49%,111%,-100%,
09/11/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,178",203.39,99.86%,"4,419",0,2020.2,"6,439",363,5602,69%,105%,-100%,
09/12/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,480",246.27,99.86%,"4,918",0,2500.3,"7,418",448,6295,66%,118%,-100%,
09/13/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,339",175.78,99.44%,"3,968",0,2932.4,"6,900",689,6164,58%,116%,-100%,
09/14/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,247",139.81,100.00%,"3,704",0,3222.1,"6,926",807,6232,53%,117%,-100%,
09/15/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,142",169.29,100.00%,"4,155",0,2592.9,"6,748",606,6124,62%,115%,-100%,
09/16/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,852",192.66,99.86%,"4,383",0,3084.9,"7,468",522,6098,59%,114%,-100%,
09/17/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,248",238.60,99.86%,"4,802",0,2428.1,"7,230",395,5936,66%,111%,-100%,
09/18/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,053",133.43,100.00%,"3,001",0,3266.1,"6,267",799,5381,48%,101%,-100%,
09/19/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,704",187.77,99.86%,"4,039",0,2344.6,"6,384",460,5883,63%,110%,-100%,
09/20/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,343",274.66,100.00%,"5,002",0,2265.5,"7,268",356,5824,69%,109%,-100%,
09/21/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,713",253.92,100.00%,"4,694",0,1810.8,"6,505",375,5849,72%,110%,-100%,
09/22/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,604",184.49,99.86%,"4,235",0,2733.9,"6,969",456,5834,61%,109%,-100%,
09/23/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,867",259.01,99.86%,"4,638",0,2511.9,"7,150",475,5999,65%,112%,-100%,
09/24/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,320",208.08,99.86%,"3,771",0,2567.1,"6,338",469,5705,59%,107%,-100%,
09/25/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,342",175.88,100.00%,"3,903",0,2426.3,"6,329",632,5340,62%,100%,-100%,
09/26/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,441",277.90,99.86%,"4,126",0,2611.3,"6,737",501,5595,61%,105%,-100%,
09/27/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,126",168.75,100.00%,"3,798",0,2969.8,"6,768",622,5936,56%,111%,-100%,
09/28/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,823",158.77,99.72%,"3,569",0,3044,"6,613",627,5845,54%,110%,-100%,
09/29/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,255",271.76,100.00%,"5,150",0,2138.5,"7,289",367,6034,71%,113%,-100%,
09/30/2022,2022,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,712",155.14,99.72%,"3,578",0,2584.7,"6,163",673,6125,58%,115%,-100%,
10/01/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,925",195.05,99.37%,"4,267",0,2798.6,"7,066",478,5732,60%,107%,-100%,
10/02/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,553",248.66,100.00%,"4,721",0,2436.9,"7,158",445,5578,66%,105%,-100%,
10/03/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,022",231.18,99.86%,"4,245",0,2195.9,"6,441",360,6099,66%,114%,-100%,
10/04/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,982",164.00,99.72%,"3,557",0,3195.5,"6,753",760,6120,53%,115%,-100%,
10/05/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,753",189.40,100.00%,"4,051",0,2680.2,"6,731",551,6044,60%,113%,-100%,
10/06/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,812",290.12,99.86%,"4,641",0,2411.3,"7,052",469,5814,66%,109%,-100%,
10/07/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,156",235.58,92.01%,"2,049",0,1638.5,"3,688",645,4478,56%,84%,-100%,
10/08/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,355",242.14,81.29%,"2,383",0,1241,"3,624",406,3809,66%,71%,-100%,
10/09/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,306",174.69,72.95%,"1,623",0,1580.6,"3,204",498,3431,51%,64%,-100%,
10/10/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,211",171.54,85.41%,"3,724",0,1510,"5,234",410,4741,71%,89%,-100%,
10/11/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,919",129.01,68.75%,"2,957",0,2012.8,"4,970",440,4385,59%,82%,-100%,
10/12/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,470",278.83,93.61%,"5,275",0,1240.7,"6,516",225,6035,81%,113%,-100%,
10/13/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,988",295.90,100.00%,"5,001",0,1925.8,"6,927",378,5961,72%,112%,-100%,
10/14/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,405",276.71,99.86%,"4,998",0,1647.5,"6,646",277,5957,75%,112%,-100%,
10/15/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,923",194.98,100.00%,"4,403",0,2912.4,"7,315",468,5794,60%,109%,-100%,
10/16/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,351",110.32,100.00%,"2,758",0,3438.8,"6,197",727,5446,45%,102%,-100%,
10/17/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,606",85.80,100.00%,"2,189",0,3741.3,"5,930",1135,6101,37%,114%,-100%,
10/18/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,354",209.18,100.00%,"4,564",0,2338.7,"6,903",509,5812,66%,109%,-100%,
10/19/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,787",157.58,100.00%,"3,069",0,2596.3,"5,665",767,5753,54%,108%,-100%,
10/20/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,861",127.10,100.00%,"2,359",0,4013.3,"6,372",1069,6048,37%,113%,-100%,
10/21/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,602",118.60,100.00%,"2,185",0,3886.3,"6,071",1058,5831,36%,109%,-100%,
10/22/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,362",176.53,100.00%,"3,134",0,2944,"6,078",788,5832,52%,109%,-100%,
10/23/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,963",295.08,100.00%,"4,496",0,1491.3,"5,987",434,5574,75%,104%,-100%,
10/24/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,481",246.30,100.00%,"4,627",0,1823.5,"6,451",494,6154,72%,115%,-100%,
10/25/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,400",210.69,99.86%,"4,073",0,2151.8,"6,225",598,5861,65%,110%,-100%,
10/26/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,077",233.00,100.00%,"4,475",0,1707.2,"6,182",412,5855,72%,110%,-100%,
10/27/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,128",234.67,99.86%,"4,293",0,1905.4,"6,198",565,5724,69%,107%,-100%,
10/28/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,844",258.24,100.00%,"4,595",0,1433.6,"6,029",421,5814,76%,109%,-100%,
10/29/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,535",182.22,99.93%,"3,620",0,2217.2,"5,837",613,5573,62%,104%,-100%,
10/30/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,818",257.39,100.00%,"4,466",0,1525.4,"5,991",399,5485,75%,103%,-100%,
10/31/2022,2022,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,929",195.19,99.65%,"4,220",0,1912.3,"6,132",603,5925,69%,111%,-100%,
11/01/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,115",234.24,100.00%,"4,469",0,1567.9,"6,037",406,5727,74%,107%,-100%,
11/02/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,708",187.91,100.00%,"3,946",0,2282,"6,228",621,5647,63%,106%,-100%,
11/03/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,208",138.55,100.00%,"3,108",0,2821.6,"5,930",780,5842,52%,110%,-100%,
11/04/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,828",191.87,76.41%,"3,179",0,1727.8,"4,907",498,3969,65%,74%,-100%,
11/05/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,859",159.97,98.26%,"3,224",0,2388.5,"5,613",666,5656,57%,106%,-100%,
11/06/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,255",140.09,100.00%,"3,447",0,2107.1,"5,554",533,5343,62%,100%,-100%,
11/07/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,800",158.02,100.00%,"3,617",0,2455.8,"6,073",455,5886,60%,110%,-100%,
11/08/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,862",258.84,100.00%,"4,835",0,1464.1,"6,299",598,5838,77%,109%,-100%,
11/09/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,975",163.80,100.00%,"3,946",0,2218.7,"6,165",553,5888,64%,110%,-100%,
11/10/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,042",198.92,99.93%,"4,179",0,2013.6,"6,193",529,5770,67%,108%,-100%,
11/11/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,639",185.64,100.00%,"4,186",0,1723.3,"5,909",523,5628,71%,106%,-100%,
11/12/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,407",178.02,100.00%,"3,793",0,1967,"5,760",511,5578,66%,105%,-100%,
11/13/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,571",183.41,100.00%,"4,350",0,1230.7,"5,581",318,5354,78%,100%,-100%,
11/14/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,685",253.00,100.00%,"4,586",0,1624.9,"6,211",426,5699,74%,107%,-100%,
11/15/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,212",105.75,100.00%,"2,807",0,2931.3,"5,738",873,5669,49%,106%,-100%,
11/16/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,458",146.78,100.00%,"3,806",0,2163.6,"5,970",589,5562,64%,104%,-100%,
11/17/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,504",247.03,100.00%,"4,525",0,1240.6,"5,766",324,5636,78%,106%,-100%,
11/18/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,667",120.71,100.00%,"2,934",0,3137.7,"6,072",906,5813,48%,109%,-100%,
11/19/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,745",189.12,100.00%,"4,027",0,1885.6,"5,913",507,5477,68%,103%,-100%,
11/20/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,286",174.02,100.00%,"3,864",0,1809.7,"5,674",469,5241,68%,98%,-100%,
11/21/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,674",186.80,100.00%,"3,663",0,2037.9,"5,701",560,5543,64%,104%,-100%,
11/22/2022,2022,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,084",134.45,100.00%,"3,320",0,2274.5,"5,595",582,5422,59%,102%,-100%,
